playerID,yearID,teamID,lgID,round,POS,G,GS,InnOuts,PO,A,E,DP,TP,PB,SB,CS
donaljo02,2015,TOR,AL,ALCS,3B,6,6,153,5,7,1,0,0,,,
donaljo02,2015,TOR,AL,ALDS2,3B,5,5,138,4,13,0,0,0,,,
donaljo02,2016,TOR,AL,ALCS,3B,5,5,129,4,4,0,0,0,,,
donaljo02,2016,TOR,AL,ALDS1,3B,3,3,81,4,5,0,0,0,,,
donaljo02,2016,TOR,AL,ALWC,3B,1,1,33,0,2,0,0,0,,,
donaljo02,2018,CLE,AL,ALDS2,3B,3,3,75,1,8,0,1,0,,,
donaljo02,2019,ATL,NL,NLDS2,3B,5,5,134,4,6,0,2,0,,,
donaljo02,2022,NYA,AL,ALCS,3B,4,4,99,1,8,0,2,0,,,
donaljo02,2022,NYA,AL,ALDS1,3B,5,5,137,4,10,1,1,0,,,
donaljo02,2023,MIL,NL,NLWC1,3B,2,2,54,3,4,0,0,0,,,
donovbr01,2022,SLN,NL,NLWC2,2B,2,2,48,3,4,0,0,0,,,
doolise01,2017,WAS,NL,NLDS2,P,3,0,9,0,0,0,0,0,,,
doolise01,2019,WAS,NL,NLCS,P,3,0,12,0,1,0,0,0,,,
doolise01,2019,WAS,NL,NLDS1,P,3,0,10,0,0,0,0,0,,,
doolise01,2019,WAS,NL,WS,P,3,0,9,0,0,0,0,0,,,
dovalca01,2021,SFN,NL,NLDS2,P,3,0,11,0,0,0,0,0,,,
doziebr01,2017,MIN,AL,ALWC,2B,1,1,24,0,2,0,0,0,,,
doziebr01,2018,LAN,NL,NLCS,2B,3,1,57,2,5,0,1,0,,,
doziebr01,2018,LAN,NL,NLDS2,2B,1,0,3,0,0,0,0,0,,,
doziebr01,2018,LAN,NL,WS,2B,3,2,31,3,0,0,0,0,,,
doziebr01,2019,WAS,NL,NLCS,2B,3,0,16,0,2,0,0,0,,,
doziebr01,2019,WAS,NL,NLDS1,2B,3,1,27,0,2,0,0,0,,,
drakeol01,2019,TBA,AL,ALDS1,P,2,0,9,0,0,0,0,0,,,
drakeol01,2020,TBA,AL,ALDS1,P,1,0,3,0,0,0,0,0,,,
drewst01,2016,WAS,NL,NLDS2,3B,1,0,4,1,0,0,0,0,,,
drewst01,2016,WAS,NL,NLDS2,SS,2,0,17,0,0,0,0,0,,,
drurybr01,2017,ARI,NL,NLDS1,2B,1,1,24,1,3,0,0,0,,,
drurybr01,2022,SDN,NL,NLCS,1B,3,3,72,15,0,0,3,0,,,
drurybr01,2022,SDN,NL,NLWC1,1B,1,1,24,5,0,0,2,0,,,
dubonma01,2022,HOU,AL,ALCS,CF,1,0,3,0,0,0,0,0,,,
dubonma01,2022,HOU,AL,ALDS2,CF,3,0,15,1,0,0,0,0,,,
dubonma01,2022,HOU,AL,WS,CF,2,0,9,0,0,0,0,0,,,
dubonma01,2023,HOU,AL,ALCS,CF,2,2,54,5,0,0,0,0,,,
dubonma01,2023,HOU,AL,ALDS2,CF,1,0,3,0,0,0,0,0,,,
dubonma01,2024,HOU,AL,ALWC1,LF,2,1,33,2,0,0,0,,,,
dudalu01,2015,NYN,NL,NLCS,1B,4,3,90,27,2,0,0,0,,,
dudalu01,2015,NYN,NL,NLDS2,1B,5,5,128,28,3,0,4,0,,,
dudalu01,2015,NYN,NL,WS,1B,5,5,154,50,3,1,2,0,,,
duensbr01,2016,BAL,AL,ALWC,P,1,0,1,0,0,0,0,0,,,
duensbr01,2017,CHN,NL,NLCS,P,3,0,12,0,0,0,0,0,,,
duensbr01,2017,CHN,NL,NLDS2,P,2,0,4,1,0,1,0,0,,,
duffety01,2019,MIN,AL,ALDS2,P,2,0,5,0,0,0,0,0,,,
duffety01,2020,MIN,AL,ALWC3,P,2,0,6,0,0,0,0,0,,,
duffyda01,2015,KCA,AL,ALCS,P,2,0,9,0,0,0,0,0,,,
duffyda01,2015,KCA,AL,ALDS1,P,1,0,2,0,0,0,0,0,,,
duffyda01,2015,KCA,AL,WS,P,3,0,7,0,0,0,0,0,,,
duffyma01,2019,TBA,AL,ALDS1,3B,2,0,24,0,1,0,0,0,,,
duffyma01,2019,TBA,AL,ALWC,3B,1,1,6,0,1,0,1,0,,,
duggast01,2021,SFN,NL,NLDS2,CF,3,1,38,6,0,0,0,0,,,
dunnida01,2020,CHA,AL,ALWC4,P,1,1,2,0,0,0,0,0,,,
dunnida01,2023,TEX,AL,ALDS1,P,1,0,6,0,0,0,0,0,,,
dunnida01,2023,TEX,AL,WS,P,3,0,7,1,1,0,0,0,,,
duranjh01,2023,MIN,AL,ALDS2,P,1,0,3,0,0,0,0,0,,,
duranjh01,2023,MIN,AL,ALWC2,P,2,0,6,1,0,0,0,0,,,
duvalad01,2019,ATL,NL,NLDS2,LF,5,1,67,2,1,0,0,0,,,
duvalad01,2020,ATL,NL,NLCS,LF,1,1,3,0,0,0,0,0,,,
duvalad01,2020,ATL,NL,NLDS2,LF,3,3,81,4,0,0,0,0,,,
duvalad01,2020,ATL,NL,NLWC4,LF,2,2,66,7,1,0,0,0,,,
duvalad01,2021,ATL,NL,NLDS1,LF,1,1,15,0,0,0,0,0,,,
duvalad01,2021,ATL,NL,WS,CF,6,6,144,9,0,0,0,0,,,
duvalad01,2021,ATL,NL,NLCS,CF,6,6,143,11,0,0,0,0,,,
duvalad01,2021,ATL,NL,NLDS1,CF,4,3,84,3,0,0,0,0,,,
duvalad01,2021,ATL,NL,NLCS,RF,2,0,6,0,0,0,0,0,,,
duvalad01,2021,ATL,NL,WS,RF,4,0,15,2,0,0,0,0,,,
duvalad01,2021,ATL,NL,NLDS1,RF,2,0,6,2,0,0,0,0,,,
dysonja01,2015,KCA,AL,ALDS1,LF,1,0,3,0,0,0,0,0,,,
dysonja01,2015,KCA,AL,ALCS,CF,1,0,6,1,0,0,0,0,,,
dysonja01,2020,CHA,AL,ALWC4,LF,1,0,6,0,0,0,0,0,,,
dysonsa01,2015,TEX,AL,ALDS2,P,4,0,11,0,1,0,0,0,,,
dysonsa01,2016,TEX,AL,ALDS1,P,1,0,3,0,0,0,0,0,,,
eatonad02,2019,WAS,NL,NLCS,RF,4,4,108,7,0,0,0,0,,,
eatonad02,2019,WAS,NL,NLDS1,RF,5,5,135,11,1,0,0,0,,,
eatonad02,2019,WAS,NL,NLWC,RF,1,1,24,1,0,0,0,0,,,
eatonad02,2019,WAS,NL,WS,RF,7,7,186,11,0,0,0,0,,,
edmanto01,2019,SLN,NL,NLCS,3B,2,2,45,2,3,0,1,0,,,
edmanto01,2019,SLN,NL,NLDS2,3B,4,2,79,4,8,0,1,0,,,
edmanto01,2019,SLN,NL,NLCS,CF,1,0,3,1,0,0,0,0,,,
edmanto01,2019,SLN,NL,NLCS,RF,2,2,54,1,0,0,0,0,,,
edmanto01,2019,SLN,NL,NLDS2,RF,3,3,56,5,0,0,0,0,,,
edmanto01,2020,SLN,NL,NLWC2,3B,3,3,75,4,4,1,1,0,,,
edmanto01,2021,SLN,NL,NLWC,2B,1,1,26,3,3,0,1,0,,,
edmanto01,2022,SLN,NL,NLWC2,2B,1,0,6,0,0,0,0,0,,,
edmanto01,2022,SLN,NL,NLWC2,SS,2,2,48,2,6,0,1,0,,,
edmanto01,2024,LAN,NL,NLDS2,SS,3,2,72,8,7,0,1,,,,
edmanto01,2024,LAN,NL,NLCS,SS,6,6,159,9,15,0,1,,,,
edmanto01,2024,LAN,NL,WS,SS,4,4,108,9,7,2,2,,,,
edmanto01,2024,LAN,NL,WS,CF,1,1,27,3,0,0,0,,,,
edmanto01,2024,LAN,NL,NLDS2,CF,3,3,60,9,0,0,0,,,,
edwarca01,2016,CHN,NL,NLCS,P,3,0,5,0,0,0,0,0,,,
edwarca01,2016,CHN,NL,NLDS1,P,2,0,6,1,1,0,0,0,,,
edwarca01,2016,CHN,NL,WS,P,3,0,8,0,0,0,0,0,,,
edwarca01,2017,CHN,NL,NLCS,P,2,0,7,0,1,0,0,0,,,
edwarca01,2017,CHN,NL,NLDS2,P,5,0,7,0,0,0,0,0,,,
eflinza01,2022,PHI,NL,NLCS,P,2,0,6,0,0,0,0,0,,,
eflinza01,2022,PHI,NL,NLDS1,P,2,0,7,0,0,0,0,0,,,
eflinza01,2022,PHI,NL,NLWC2,P,2,0,6,0,0,0,0,0,,,
eflinza01,2022,PHI,NL,WS,P,4,0,13,0,0,0,0,0,,,
eflinza01,2023,TBA,AL,ALWC1,P,1,1,15,0,1,0,0,0,,,
eflinza01,2024,BAL,AL,ALWC2,P,1,1,12,0,0,0,0,,,,
elderbr01,2023,ATL,NL,NLDS1,P,1,1,8,0,0,0,0,0,,,
ellisaj01,2015,LAN,NL,NLDS2,C,3,2,57,24,2,0,0,0,0,,
ellsbja01,2015,NYA,AL,ALWC,CF,1,0,3,0,0,0,0,0,,,
encared01,2016,TOR,AL,ALCS,1B,5,5,129,41,1,0,1,0,,,
encared01,2016,TOR,AL,ALDS1,1B,3,3,81,22,1,0,1,0,,,
encared01,2016,TOR,AL,ALWC,1B,1,1,33,17,0,0,0,0,,,
encared01,2018,CLE,AL,ALDS2,1B,1,1,27,3,0,0,0,0,,,
engelad01,2020,CHA,AL,ALWC4,LF,1,1,24,1,0,0,0,0,,,
engelad01,2020,CHA,AL,ALWC4,RF,2,2,51,6,0,0,0,0,,,
engelad01,2021,CHA,AL,ALDS1,CF,1,0,9,0,0,0,0,0,,,
engelad01,2021,CHA,AL,ALDS1,RF,3,2,45,2,0,0,0,0,,,
eovalna01,2018,BOS,AL,ALCS,P,2,1,22,1,0,0,0,0,,,
eovalna01,2018,BOS,AL,ALDS1,P,1,1,21,0,1,0,0,0,,,
eovalna01,2018,BOS,AL,WS,P,3,0,24,1,1,0,0,0,,,
eovalna01,2021,BOS,AL,ALCS,P,3,2,31,1,0,0,0,0,,,
eovalna01,2021,BOS,AL,ALDS2,P,1,1,15,2,0,0,0,0,,,
eovalna01,2021,BOS,AL,ALWC,P,1,1,16,0,0,0,0,0,,,
eovalna01,2023,TEX,AL,ALCS,P,2,2,37,0,1,0,0,0,,,
eovalna01,2023,TEX,AL,ALDS1,P,1,1,21,3,2,0,0,0,,,
eovalna01,2023,TEX,AL,ALWC1,P,1,1,20,0,0,0,0,0,,,
eovalna01,2023,TEX,AL,WS,P,2,2,32,3,3,0,0,0,,,
erceglu01,2024,KCA,AL,ALDS2,P,3,0,11,0,0,0,0,,,,
erceglu01,2024,KCA,AL,ALWC2,P,2,0,7,0,0,0,0,,,,
escobal02,2015,KCA,AL,ALCS,SS,6,6,156,7,17,0,4,0,,,
escobal02,2015,KCA,AL,ALDS1,SS,5,5,132,5,16,0,2,0,,,
escobal02,2015,KCA,AL,WS,SS,5,5,156,7,9,0,1,0,,,
escobed01,2017,MIN,AL,ALWC,3B,1,1,24,2,3,0,0,0,,,
escobed01,2021,MIL,NL,NLDS1,1B,2,1,33,11,0,0,0,0,,,
escobed01,2021,MIL,NL,NLDS1,3B,1,1,27,0,4,0,1,0,,,
escobed01,2022,NYN,NL,NLWC1,3B,3,3,81,3,8,0,0,0,,,
espinda01,2016,WAS,NL,NLDS2,SS,5,5,115,4,13,0,3,0,,,
espinsa01,2022,TOR,AL,ALWC2,2B,1,1,27,1,2,1,0,0,,,
espinsa01,2023,TOR,AL,ALWC2,2B,1,0,9,0,0,0,0,0,,,
estevca01,2017,COL,NL,NLWC,P,1,0,1,0,0,0,0,0,,,
estevca01,2024,PHI,NL,NLDS1,P,3,0,8,0,0,1,0,,,,
estraje01,2024,SDN,NL,NLDS2,P,3,0,11,1,0,0,0,,,,
estraje01,2024,SDN,NL,NLWC2,P,1,0,2,0,0,0,0,,,,
estrama01,2015,TOR,AL,ALCS,P,2,2,39,0,1,0,0,0,,,
estrama01,2015,TOR,AL,ALDS2,P,1,1,19,0,0,0,0,0,,,
estrama01,2016,TOR,AL,ALCS,P,2,2,42,0,1,0,0,0,,,
estrama01,2016,TOR,AL,ALDS1,P,1,1,25,0,0,0,0,0,,,
ethiean01,2015,LAN,NL,NLDS2,LF,1,0,12,0,0,0,0,0,,,
ethiean01,2015,LAN,NL,NLDS2,RF,4,4,99,6,0,0,0,0,,,
ethiean01,2017,LAN,NL,NLCS,LF,2,2,42,2,0,0,0,0,,,
ethiean01,2017,LAN,NL,NLDS1,LF,1,0,9,1,0,0,0,0,,,
ethiean01,2017,LAN,NL,WS,LF,2,0,14,2,0,0,0,0,,,
fairbpe01,2020,TBA,AL,ALCS,P,3,0,13,0,1,0,0,0,,,
fairbpe01,2020,TBA,AL,ALDS1,P,2,0,9,0,0,0,0,0,,,
fairbpe01,2020,TBA,AL,ALWC1,P,1,0,3,0,0,0,0,0,,,
fairbpe01,2020,TBA,AL,WS,P,3,0,12,0,0,0,0,0,,,
fairbpe01,2021,TBA,AL,ALDS2,P,2,0,8,0,0,0,0,0,,,
fairbpe01,2022,TBA,AL,ALWC1,P,1,0,0,0,0,0,0,0,,,
falteba01,2022,PHI,NL,NLCS,P,1,1,2,1,0,0,0,0,,,
familje01,2015,NYN,NL,NLCS,P,4,0,13,1,0,0,0,0,,,
familje01,2015,NYN,NL,NLDS2,P,4,0,16,2,2,0,0,0,,,
familje01,2015,NYN,NL,WS,P,4,0,15,1,1,0,0,0,,,
familje01,2016,NYN,NL,NLWC,P,1,0,3,0,0,0,0,0,,,
familje01,2018,OAK,AL,ALWC,P,1,0,3,0,0,0,0,0,,,
farmeky01,2020,CIN,NL,NLWC4,SS,1,1,37,2,3,0,0,0,,,
farmeky01,2023,MIN,AL,ALDS2,3B,1,1,18,0,2,0,1,0,,,
farmeky01,2023,MIN,AL,ALWC2,3B,2,0,12,0,0,0,0,0,,,
ferguca01,2018,LAN,NL,NLCS,P,4,0,4,1,0,0,0,0,,,
ferguca01,2018,LAN,NL,NLDS2,P,2,0,5,0,0,0,0,0,,,
ferguca01,2023,LAN,NL,NLDS2,P,2,0,7,0,0,0,0,0,,,
ferguca01,2024,HOU,AL,ALWC1,P,1,0,1,0,0,0,0,,,,
festama01,2022,SEA,AL,ALDS2,P,1,0,6,0,0,0,0,0,,,
festama01,2022,SEA,AL,ALWC2,P,1,0,4,0,0,0,0,0,,,
feyerjo01,2021,TBA,AL,ALDS2,P,3,0,11,0,1,0,0,0,,,
fieldjo03,2015,HOU,AL,ALDS1,P,2,0,5,0,0,0,0,0,,,
fieldjo03,2016,LAN,NL,NLCS,P,2,0,4,1,0,0,0,0,,,
fieldjo03,2016,LAN,NL,NLDS2,P,2,0,3,0,0,0,0,0,,,
fieldjo03,2017,LAN,NL,NLCS,P,2,0,2,0,0,0,0,0,,,
fieldjo03,2017,LAN,NL,NLDS1,P,1,0,1,0,0,0,0,0,,,
fieldjo03,2017,LAN,NL,WS,P,1,0,0,0,0,0,0,0,,,
fiersmi01,2015,HOU,AL,ALDS1,P,1,0,3,0,0,0,0,0,,,
fiersmi01,2020,OAK,AL,ALWC4,P,1,1,5,0,0,0,0,0,,,
fistedo01,2017,BOS,AL,ALDS2,P,1,1,4,0,0,0,0,0,,,
flaheja01,2019,SLN,NL,NLCS,P,1,1,12,0,1,0,0,0,,,
flaheja01,2019,SLN,NL,NLDS2,P,2,2,39,1,2,0,0,0,,,
flaheja01,2020,SLN,NL,NLWC2,P,1,1,18,0,1,0,0,0,,,
flaheja01,2023,BAL,AL,ALDS1,P,1,0,6,0,0,0,0,0,,,
flaheja01,2024,LAN,NL,NLDS2,P,1,1,16,0,1,0,0,,,,
flaheja01,2024,LAN,NL,NLCS,P,2,2,30,1,0,0,0,,,,
flaheja01,2024,LAN,NL,WS,P,2,2,20,1,0,0,0,,,,
flemijo01,2020,TBA,AL,ALCS,P,1,0,9,0,1,0,0,0,,,
flemijo01,2020,TBA,AL,WS,P,1,0,8,0,0,0,0,0,,,
flemijo01,2021,TBA,AL,ALDS2,P,2,0,3,0,0,0,0,0,,,
florewi01,2015,NYN,NL,NLCS,SS,4,4,108,4,8,0,0,0,,,
florewi01,2015,NYN,NL,NLDS2,SS,4,3,86,5,8,1,2,0,,,
florewi01,2015,NYN,NL,WS,SS,5,5,154,9,15,0,1,0,,,
florewi01,2021,SFN,NL,NLDS2,1B,3,3,81,28,3,0,2,0,,,
florody01,2018,LAN,NL,NLCS,P,5,0,13,0,0,0,0,0,,,
florody01,2018,LAN,NL,NLDS2,P,1,0,1,0,0,0,0,0,,,
florody01,2018,LAN,NL,WS,P,2,0,7,0,0,0,0,0,,,
florody01,2020,LAN,NL,NLCS,P,2,0,7,0,0,0,0,0,,,
florody01,2020,LAN,NL,NLDS1,P,1,0,3,0,0,0,0,0,,,
florody01,2020,LAN,NL,WS,P,3,0,6,0,0,0,0,0,,,
flowety01,2018,ATL,NL,NLDS2,C,2,2,51,20,1,0,0,0,0,,
flowety01,2019,ATL,NL,NLDS2,C,1,0,3,1,0,0,0,0,0,,
flowety01,2020,ATL,NL,NLCS,C,1,0,18,9,0,0,0,0,0,,
flowety01,2020,ATL,NL,NLWC4,C,1,0,3,2,0,0,0,0,0,,
foleyja01,2024,DET,AL,ALWC1,P,1,0,1,0,0,0,0,,,,
foltymi01,2018,ATL,NL,NLDS2,P,2,2,18,0,1,0,0,0,,,
foltymi01,2019,ATL,NL,NLDS2,P,2,2,22,1,2,0,0,0,,,
fordmi01,2020,NYA,AL,ALWC2,1B,1,0,6,2,0,0,1,0,,,
forsylo01,2017,LAN,NL,WS,1B,1,0,6,4,0,0,1,0,,,
forsylo01,2017,LAN,NL,WS,2B,6,5,113,10,10,0,1,0,,,
forsylo01,2017,LAN,NL,NLCS,2B,4,3,87,2,8,0,0,0,,,
forsylo01,2017,LAN,NL,NLDS1,2B,3,2,60,4,4,0,2,0,,,
forsylo01,2017,LAN,NL,WS,3B,2,1,32,0,5,1,2,0,,,
forteni01,2023,MIA,NL,NLWC2,C,1,1,21,10,0,0,0,0,0,2,0
fostema01,2020,CHA,AL,ALWC4,P,1,0,1,0,0,0,0,0,,,
fowlede01,2015,CHN,NL,NLCS,CF,4,4,102,3,0,0,0,0,,,
fowlede01,2015,CHN,NL,NLDS1,CF,4,4,105,7,0,0,0,0,,,
fowlede01,2015,CHN,NL,NLWC,CF,1,1,27,1,0,0,0,0,,,
fowlede01,2016,CHN,NL,NLCS,CF,6,6,159,12,0,0,0,0,,,
fowlede01,2016,CHN,NL,NLDS1,CF,4,4,111,6,0,0,0,0,,,
fowlede01,2016,CHN,NL,WS,CF,7,7,189,9,0,0,0,0,,,
fowlede01,2019,SLN,NL,NLCS,CF,3,3,77,6,0,0,0,0,,,
fowlede01,2019,SLN,NL,NLDS2,CF,3,3,56,4,0,0,0,0,,,
fowlede01,2019,SLN,NL,NLDS2,RF,4,2,76,7,0,0,0,0,,,
fowlede01,2020,SLN,NL,NLWC2,RF,3,3,75,4,1,0,1,0,,,
francjp01,2023,HOU,AL,ALCS,P,2,0,9,0,0,0,0,0,,,
francty01,2022,SEA,AL,ALDS2,1B,3,3,104,20,1,0,2,0,,,
francty01,2022,SEA,AL,ALWC2,1B,2,2,54,20,1,0,2,0,,,
francwa01,2021,TBA,AL,ALDS2,SS,4,4,117,4,13,1,5,0,,,
francwa01,2022,TBA,AL,ALWC1,SS,2,2,66,4,6,0,2,0,,,
fraziad01,2022,SEA,AL,ALDS2,2B,3,3,104,8,2,0,1,0,,,
fraziad01,2022,SEA,AL,ALWC2,2B,2,2,54,2,9,0,1,0,,,
fraziad01,2023,BAL,AL,ALDS1,2B,2,1,36,2,1,0,1,0,,,
fraziad01,2024,KCA,AL,ALDS2,RF,1,1,27,1,0,0,0,,,,
frazicl01,2020,NYA,AL,ALDS1,LF,2,2,39,2,0,0,0,0,,,
frazito01,2017,NYA,AL,ALCS,3B,7,7,178,3,16,1,1,0,,,
frazito01,2017,NYA,AL,ALDS1,3B,5,5,135,1,5,2,1,0,,,
frazito01,2017,NYA,AL,ALWC,3B,1,1,27,3,0,0,0,0,,,
freelky01,2018,COL,NL,NLWC,P,1,1,20,0,1,0,0,0,,,
freemfr01,2018,ATL,NL,NLDS2,1B,4,4,102,26,1,0,3,0,,,
freemfr01,2019,ATL,NL,NLDS2,1B,5,5,137,49,3,1,4,0,,,
freemfr01,2020,ATL,NL,NLCS,1B,7,7,165,37,2,0,4,0,,,
freemfr01,2020,ATL,NL,NLDS2,1B,3,3,81,29,1,0,0,0,,,
freemfr01,2020,ATL,NL,NLWC4,1B,2,2,66,14,5,0,0,0,,,
freemfr01,2021,ATL,NL,NLCS,1B,6,6,156,49,2,0,4,0,,,
freemfr01,2021,ATL,NL,NLDS1,1B,4,4,105,23,4,0,3,0,,,
freemfr01,2021,ATL,NL,WS,1B,6,6,159,44,4,0,4,0,,,
freemfr01,2022,LAN,NL,NLDS2,1B,4,4,102,25,1,0,1,0,,,
freemfr01,2023,LAN,NL,NLDS2,1B,3,3,78,25,3,0,1,0,,,
freemfr01,2024,LAN,NL,NLDS2,1B,4,4,87,22,4,1,3,,,,
freemfr01,2024,LAN,NL,NLCS,1B,4,4,93,18,2,0,4,,,,
freemfr01,2024,LAN,NL,WS,1B,5,5,135,36,5,0,2,,,,
freesda01,2018,LAN,NL,NLCS,1B,6,5,57,21,0,0,0,0,,,
freesda01,2018,LAN,NL,NLDS2,1B,1,1,6,2,0,0,0,0,,,
freesda01,2018,LAN,NL,WS,1B,5,4,93,23,2,0,3,0,,,
freesda01,2019,LAN,NL,NLDS1,1B,2,1,33,10,2,0,2,0,,,
freitda01,2020,MIL,NL,NLWC1,C,1,0,3,0,0,0,0,0,0,,
frelisa01,2023,MIL,NL,NLWC1,CF,2,2,54,3,0,0,0,0,,,
frelisa01,2024,MIL,NL,NLWC1,RF,3,3,81,10,0,0,0,,,,
friaslu01,2023,ARI,NL,NLCS,P,3,0,8,0,0,0,0,0,,,
friaslu01,2023,ARI,NL,NLDS2,P,1,0,3,1,0,0,0,0,,,
friaslu01,2023,ARI,NL,WS,P,3,0,9,0,0,0,0,0,,,
friedma01,2018,ATL,NL,NLDS2,P,4,0,7,0,0,0,0,0,,,
friedma01,2019,ATL,NL,NLDS2,P,4,0,12,0,0,0,0,0,,,
friedma01,2020,ATL,NL,NLCS,P,2,2,38,0,1,0,0,0,,,
friedma01,2020,ATL,NL,NLDS2,P,1,1,12,0,0,0,0,0,,,
friedma01,2020,ATL,NL,NLWC4,P,1,1,21,2,0,0,0,0,,,
friedma01,2021,ATL,NL,NLCS,P,2,2,32,2,0,0,0,0,,,
friedma01,2021,ATL,NL,NLDS1,P,1,1,18,2,1,0,0,0,,,
friedma01,2021,ATL,NL,WS,P,2,2,33,1,1,1,1,0,,,
friedma01,2022,ATL,NL,NLDS1,P,1,1,10,1,0,1,0,0,,,
friedma01,2023,ATL,NL,NLDS1,P,1,1,12,1,1,0,0,0,,,
friedma01,2024,ATL,NL,NLWC2,P,1,1,6,0,0,0,0,,,,
gaddihu01,2024,CLE,AL,ALDS1,P,4,0,12,0,0,0,0,,,,
gaddihu01,2024,CLE,AL,ALCS,P,4,0,10,0,0,0,0,,,,
gallayo01,2015,TEX,AL,ALDS2,P,1,1,15,1,1,0,0,0,,,
gallegi01,2019,SLN,NL,NLCS,P,2,0,7,1,0,0,0,0,,,
gallegi01,2019,SLN,NL,NLDS2,P,3,0,6,1,0,0,0,0,,,
gallegi01,2020,SLN,NL,NLWC2,P,2,0,6,0,0,0,0,0,,,
gallegi01,2021,SLN,NL,NLWC,P,1,0,3,0,0,0,0,0,,,
gallegi01,2022,SLN,NL,NLWC2,P,2,0,7,1,0,0,0,0,,,
galleza01,2023,ARI,NL,NLCS,P,2,2,33,1,0,0,0,0,,,
galleza01,2023,ARI,NL,NLDS2,P,1,1,16,1,1,0,0,0,,,
galleza01,2023,ARI,NL,NLWC1,P,1,1,18,0,2,0,1,0,,,
galleza01,2023,ARI,NL,WS,P,2,2,34,0,0,0,0,0,,,
gallojo01,2021,NYA,AL,ALWC,LF,1,1,24,0,0,0,0,0,,,
gallojo01,2022,LAN,NL,NLDS2,LF,1,0,3,0,0,0,0,0,,,
galvifr01,2020,CIN,NL,NLWC4,SS,1,1,24,0,0,0,0,0,,,
gamelbe01,2019,MIL,NL,NLWC,LF,1,0,3,0,0,0,0,0,,,
garciad02,2023,TEX,AL,ALCS,RF,4,4,108,12,0,0,0,0,,,
garciad02,2023,TEX,AL,ALDS1,RF,3,3,81,7,0,0,0,0,,,
garciad02,2023,TEX,AL,ALWC1,RF,2,2,54,3,0,0,0,0,,,
garciad02,2023,TEX,AL,WS,RF,3,3,81,5,1,0,0,0,,,
garciav01,2019,TBA,AL,ALDS1,RF,4,4,102,12,0,0,0,0,,,
garciav01,2019,TBA,AL,ALWC,RF,1,1,27,2,0,0,0,0,,,
garciav01,2020,MIL,NL,NLWC1,CF,2,2,48,3,0,0,0,0,,,
garciav01,2021,MIL,NL,NLDS1,RF,4,4,96,8,0,0,0,0,,,
garcide01,2020,NYA,AL,ALDS1,P,1,1,3,0,1,0,0,0,,,
garcija01,2016,SFN,NL,NLDS1,P,1,0,2,0,0,0,0,0,,,
garcija02,2015,SLN,NL,NLDS1,P,1,1,6,0,1,1,0,0,,,
garcija02,2017,NYA,AL,ALDS1,P,1,0,8,0,0,0,0,0,,,
garcija04,2021,SFN,NL,NLDS2,P,2,0,4,0,0,1,0,0,,,
garcile02,2020,CHA,AL,ALWC4,LF,2,2,45,3,0,0,0,0,,,
garcile02,2021,CHA,AL,ALDS1,2B,2,2,42,2,3,0,1,0,,,
garcile02,2021,CHA,AL,ALDS1,LF,1,0,3,0,0,0,0,0,,,
garcile02,2021,CHA,AL,ALDS1,RF,3,2,57,6,0,0,0,0,,,
garcilu03,2021,SLN,NL,NLWC,P,1,0,5,0,1,0,0,0,,,
garcilu03,2022,SDN,NL,NLCS,P,2,0,8,1,0,0,0,0,,,
garcilu03,2022,SDN,NL,NLDS2,P,1,0,3,0,0,0,0,0,,,
garcilu03,2022,SDN,NL,NLWC1,P,1,0,3,0,0,0,0,0,,,
garcilu05,2020,HOU,AL,ALCS,P,1,1,6,0,0,0,0,0,,,
garcilu05,2021,HOU,AL,ALCS,P,2,2,20,0,0,0,0,0,,,
garcilu05,2021,HOU,AL,ALDS1,P,1,1,8,0,0,0,0,0,,,
garcilu05,2021,HOU,AL,WS,P,2,2,19,0,0,0,0,0,,,
garcilu05,2022,HOU,AL,ALDS2,P,1,0,15,0,0,0,0,0,,,
garcilu05,2022,HOU,AL,WS,P,1,0,2,0,0,0,0,0,,,
garcima01,2024,KCA,AL,ALDS2,3B,4,4,105,3,5,0,0,,,,
garcima01,2024,KCA,AL,ALWC2,3B,2,2,54,0,1,0,0,,,,
garciyi01,2015,LAN,NL,NLDS2,P,1,0,3,0,0,0,0,0,,,
garciyi01,2020,MIA,NL,NLDS2,P,2,0,4,0,0,0,0,0,,,
garciyi01,2020,MIA,NL,NLWC3,P,2,0,6,0,0,0,0,0,,,
garciyi01,2021,HOU,AL,ALCS,P,3,0,9,0,0,0,0,0,,,
garciyi01,2021,HOU,AL,ALDS1,P,3,0,6,0,0,0,0,0,,,
garciyi01,2021,HOU,AL,WS,P,4,0,12,1,0,0,0,0,,,
garciyi01,2022,TOR,AL,ALWC2,P,2,0,3,0,1,0,0,0,,,
garciyi01,2023,TOR,AL,ALWC2,P,1,0,4,0,0,0,0,0,,,
gardnbr01,2015,NYA,AL,ALWC,LF,1,0,3,1,0,0,0,0,,,
gardnbr01,2015,NYA,AL,ALWC,CF,1,1,24,2,0,0,0,0,,,
gardnbr01,2017,NYA,AL,ALCS,LF,7,7,178,8,1,0,0,0,,,
gardnbr01,2017,NYA,AL,ALDS1,LF,5,5,141,5,0,0,0,0,,,
gardnbr01,2017,NYA,AL,ALWC,LF,1,1,27,3,0,0,0,0,,,
